time_s,altitude_agl_m,AGL_ft
1.04992684,61.02151171,200.2115799
1.079179442,64.90621079,212.9572776
1.108432044,68.91987509,226.1261102
1.137684645,73.06310657,239.7200527
1.166937247,77.33632014,253.7404664
1.196189849,81.73989196,268.1885855
1.225442451,86.27425203,283.0658209
1.254695052,90.93986343,298.3736919
1.290392875,96.81181699,317.6395715
1.319802802,101.796994,333.9959372
1.349212728,106.9156285,350.790177
1.378622654,112.1682432,368.0240058
1.408032581,117.5551648,385.6984957
1.413610232,118.591947,389.1001782
1.419187883,119.6335527,392.5176865
1.424765534,120.6799844,395.9510287
1.430343185,121.7312435,399.4002101
1.441498487,123.8482484,406.3461031
1.45265379,125.9845681,413.3553678
1.463809092,128.1401979,420.4279894
1.474964394,130.3151419,427.5639806
1.489336638,133.1457787,436.8513001
1.503708883,136.0085107,446.2439235
1.518081127,138.9033521,455.7418983
1.532453372,141.830288,465.3451749
1.546825616,144.7892776,475.0536198
1.56119786,147.7802879,484.8671246
1.575570105,150.803317,494.7856832
1.592060869,154.3114375,506.2958264
1.608551633,157.8617937,517.9445451
1.625042397,161.4544198,529.7319514
1.641533161,165.0893423,541.6581321
1.658023925,168.7665368,553.7230072
1.674514689,172.485956,565.9264218
1.691005453,176.2475324,578.2681537
1.707496217,180.051182,590.7479282
1.723986982,183.8968125,603.3654418
1.740477746,187.784324,616.120367
1.75696851,191.7136361,629.0124401
1.770364913,194.9363592,639.5861945
1.783761315,198.186562,650.25011
1.797157718,201.4641665,661.0039304
1.810554121,204.7690671,671.847309
1.823950524,208.1011331,682.7798178
1.837346927,211.4602187,693.8009774
1.850743329,214.8461713,704.910288
1.867636697,219.1540518,719.044444
1.884530064,223.5041147,733.3170002
1.901423431,227.8960559,747.7269593
1.918316798,232.3295579,762.2732793
1.935210165,236.8042826,776.9548513
1.954668256,242.0089861,794.0314835
1.974126346,247.2673958,811.2843255
1.993584437,252.5789665,828.7115892
2.013042527,257.94313,846.3114096
2.032500618,263.3593323,864.0819691
2.051958708,268.8269943,882.0213683
2.071416799,274.345486,900.1275395
2.090874889,279.9141449,918.3983094
2.108573681,285.0222855,935.1581188
2.111459949,285.8591481,937.9038651
2.114346217,286.6970812,940.6531234
2.117232485,287.5360821,943.4058854
2.120118753,288.3761484,946.162143
2.125891289,290.059467,951.6851113
2.131663825,291.747015,957.2219561
2.137436361,293.438768,962.7725978
2.143208897,295.1347005,968.3369523
2.152956782,298.0079814,977.7641868
2.162704666,300.8929883,987.2298945
2.172452551,303.7895946,996.7336599
2.182200436,306.6976603,1006.275023
2.194074329,310.2552252,1017.947394
2.205948222,313.8292541,1029.673783
